,Unnamed: 0,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
1679,898558,MX,Mexico,Colima,,,MX-COL,,2020-07-15,-24,-2,-17,-33,-27,11
1680,898559,MX,Mexico,Colima,,,MX-COL,,2020-07-16,-25,-3,-20,-39,-28,12
1681,898560,MX,Mexico,Colima,,,MX-COL,,2020-07-17,-33,-7,-24,-38,-25,13
1682,898561,MX,Mexico,Colima,,,MX-COL,,2020-07-18,-34,-6,-22,-37,-8,9
1683,898562,MX,Mexico,Colima,,,MX-COL,,2020-07-19,-40,-13,-31,-36,-1,9
1684,898563,MX,Mexico,Colima,,,MX-COL,,2020-07-20,-30,-6,-18,-39,-28,11
1685,898564,MX,Mexico,Colima,,,MX-COL,,2020-07-21,-30,-9,-24,-38,-29,12
1686,898565,MX,Mexico,Colima,,,MX-COL,,2020-07-22,-33,-11,-20,-38,-28,12
1687,898566,MX,Mexico,Colima,,,MX-COL,,2020-07-23,-34,-13,-27,-39,-29,13
1688,898567,MX,Mexico,Colima,,,MX-COL,,2020-07-24,-38,-14,-26,-40,-26,14
1689,898568,MX,Mexico,Colima,,,MX-COL,,2020-07-25,-39,-12,-24,-39,-9,11
1690,898569,MX,Mexico,Colima,,,MX-COL,,2020-07-26,-43,-16,-28,-35,-4,10
1691,898570,MX,Mexico,Colima,,,MX-COL,,2020-07-27,-32,-9,-19,-42,-29,12
1692,898571,MX,Mexico,Colima,,,MX-COL,,2020-07-28,-34,-15,-31,-40,-30,13
1693,898572,MX,Mexico,Colima,,,MX-COL,,2020-07-29,-36,-16,-31,-41,-31,13
1694,898573,MX,Mexico,Colima,,,MX-COL,,2020-07-30,-27,-7,-25,-37,-30,13
1695,898574,MX,Mexico,Colima,,,MX-COL,,2020-07-31,-30,-5,-25,-39,-27,13
1696,898575,MX,Mexico,Colima,,,MX-COL,,2020-08-01,-32,-6,-23,-37,-10,9
1697,898576,MX,Mexico,Colima,,,MX-COL,,2020-08-02,-37,-9,-24,-34,-4,8
1698,898577,MX,Mexico,Colima,,,MX-COL,,2020-08-03,-27,-4,-20,-40,-29,12
1699,898578,MX,Mexico,Colima,,,MX-COL,,2020-08-04,-27,-7,-22,-37,-29,11
1700,898579,MX,Mexico,Colima,,,MX-COL,,2020-08-05,-32,-12,-27,-35,-30,12
1701,898580,MX,Mexico,Colima,,,MX-COL,,2020-08-06,-32,-11,-26,-39,-30,13
1702,898581,MX,Mexico,Colima,,,MX-COL,,2020-08-07,-34,-10,-22,-41,-27,12
1703,898582,MX,Mexico,Colima,,,MX-COL,,2020-08-08,-38,-12,-27,-39,-11,11
1704,898583,MX,Mexico,Colima,,,MX-COL,,2020-08-09,-40,-13,-29,-35,-5,10
1705,898584,MX,Mexico,Colima,,,MX-COL,,2020-08-10,-30,-8,-17,-36,-28,11
1706,898585,MX,Mexico,Colima,,,MX-COL,,2020-08-11,-37,-19,-38,-41,-31,13
1707,898586,MX,Mexico,Colima,,,MX-COL,,2020-08-12,-33,-12,-25,-35,-29,12
1708,898587,MX,Mexico,Colima,,,MX-COL,,2020-08-13,-31,-10,-23,-38,-29,13
1709,898588,MX,Mexico,Colima,,,MX-COL,,2020-08-14,-32,-8,-20,-38,-25,12
1710,898589,MX,Mexico,Colima,,,MX-COL,,2020-08-15,-31,-4,-17,-33,-9,8
1711,898590,MX,Mexico,Colima,,,MX-COL,,2020-08-16,-36,-9,-24,-33,-4,7
1712,898591,MX,Mexico,Colima,,,MX-COL,,2020-08-17,-28,-8,-19,-34,-28,11
1713,898592,MX,Mexico,Colima,,,MX-COL,,2020-08-18,-31,-14,-32,-43,-30,13
1714,898593,MX,Mexico,Colima,,,MX-COL,,2020-08-19,-26,-8,-13,-35,-27,10
1715,898594,MX,Mexico,Colima,,,MX-COL,,2020-08-20,-26,-9,-16,-37,-28,12
1716,898595,MX,Mexico,Colima,,,MX-COL,,2020-08-21,-30,-10,-16,-39,-24,12
1717,898596,MX,Mexico,Colima,,,MX-COL,,2020-08-22,-32,-10,-17,-37,-9,9
1718,898597,MX,Mexico,Colima,,,MX-COL,,2020-08-23,-36,-12,-26,-34,-4,9
1719,898598,MX,Mexico,Durango,,,MX-DUR,,2020-02-15,4,4,6,-10,4,-1
1720,898599,MX,Mexico,Durango,,,MX-DUR,,2020-02-16,2,6,6,11,2,-1
1721,898600,MX,Mexico,Durango,,,MX-DUR,,2020-02-17,-3,2,2,-4,15,-2
1722,898601,MX,Mexico,Durango,,,MX-DUR,,2020-02-18,-3,-1,2,-4,12,-2
1723,898602,MX,Mexico,Durango,,,MX-DUR,,2020-02-19,0,1,5,1,12,-2
1724,898603,MX,Mexico,Durango,,,MX-DUR,,2020-02-20,2,0,1,7,11,-2
1725,898604,MX,Mexico,Durango,,,MX-DUR,,2020-02-21,-3,0,6,4,14,-2
1726,898605,MX,Mexico,Durango,,,MX-DUR,,2020-02-22,-1,-1,9,-9,5,0
1727,898606,MX,Mexico,Durango,,,MX-DUR,,2020-02-23,-5,-1,-3,1,1,0
1728,898607,MX,Mexico,Durango,,,MX-DUR,,2020-02-24,-8,-3,-2,3,15,-2
1729,898608,MX,Mexico,Durango,,,MX-DUR,,2020-02-25,-5,-4,0,1,13,-2
1730,898609,MX,Mexico,Durango,,,MX-DUR,,2020-02-26,-2,0,0,5,13,-2
1731,898610,MX,Mexico,Durango,,,MX-DUR,,2020-02-27,3,2,-5,9,12,-2
1732,898611,MX,Mexico,Durango,,,MX-DUR,,2020-02-28,2,8,7,2,15,-3
1733,898612,MX,Mexico,Durango,,,MX-DUR,,2020-02-29,5,8,3,-1,6,-1
1734,898613,MX,Mexico,Durango,,,MX-DUR,,2020-03-01,3,8,6,4,4,0
1735,898614,MX,Mexico,Durango,,,MX-DUR,,2020-03-02,-2,4,-3,-1,15,-3
1736,898615,MX,Mexico,Durango,,,MX-DUR,,2020-03-03,-5,-4,-17,-2,10,-2
1737,898616,MX,Mexico,Durango,,,MX-DUR,,2020-03-04,0,4,-1,9,12,-2
1738,898617,MX,Mexico,Durango,,,MX-DUR,,2020-03-05,2,2,-2,10,12,-2
1739,898618,MX,Mexico,Durango,,,MX-DUR,,2020-03-06,-4,1,5,1,15,-3
1740,898619,MX,Mexico,Durango,,,MX-DUR,,2020-03-07,-3,-2,1,-2,5,-1
1741,898620,MX,Mexico,Durango,,,MX-DUR,,2020-03-08,-1,3,10,0,2,0
1742,898621,MX,Mexico,Durango,,,MX-DUR,,2020-03-09,-14,-10,-8,-5,-15,6
1743,898622,MX,Mexico,Durango,,,MX-DUR,,2020-03-10,-4,0,2,6,12,-3
1744,898623,MX,Mexico,Durango,,,MX-DUR,,2020-03-11,0,3,4,9,13,-2
1745,898624,MX,Mexico,Durango,,,MX-DUR,,2020-03-12,1,4,1,17,12,-3
1746,898625,MX,Mexico,Durango,,,MX-DUR,,2020-03-13,-1,9,7,31,9,-2
1747,898626,MX,Mexico,Durango,,,MX-DUR,,2020-03-14,2,10,7,23,4,-2
1748,898627,MX,Mexico,Durango,,,MX-DUR,,2020-03-15,-4,9,5,2,1,-1
1749,898628,MX,Mexico,Durango,,,MX-DUR,,2020-03-16,-16,4,-6,23,-54,11
1750,898629,MX,Mexico,Durango,,,MX-DUR,,2020-03-17,-9,6,-8,9,4,0
1751,898630,MX,Mexico,Durango,,,MX-DUR,,2020-03-18,-11,6,-11,5,-3,3
1752,898631,MX,Mexico,Durango,,,MX-DUR,,2020-03-19,-18,-1,-24,0,-19,7
